KOD_SUKL;DATOD;DATDO;POVOL_BALENI;UCEL;PRACOVISTE;DISTRIBUTOR;POZNAMKA;PREDKLADATEL;VYROBCE
0266578;08.07.2022;31.07.2024;13000;Zajištění léčivého přípravku s léčivou látkou klonidin hydrochlorid v lékové formě injekčního roztoku k léčbě hypertenzní krize a případů hypertenze, kdy je dočasně nemožné perorální podání nebo je považováno za nedostatečně. Parenterální podání je vyhrazeno pro hospitalizované pacienty. Léčivý přípravek je určen pro dospělé pacienty.;poskytovatelé zdravotních služeb formou lůžkové péče;CZ Pharma s.r.o., Náměstí Smiřických 42, 281 63 Kostelec nad Černými lesy;;CZ Pharma s.r.o., Náměstí Smiřických 42, 281 63 Kostelec nad Černými lesy;Bioindustria Laboratorio Italiano Medicinali S.p.A., Via De Ambrosiis n. 2, 15067 Novi Ligure (Alessandria), Itálie
0267102;09.05.2023;31.05.2024;10;Zpřístupnění léčby léčivým přípravkem Spesolimab (BI 655130) u dospělých pacientů s diagnózou vzplanutí generalizované pustulózní psoriázy (GPP), pro něž neexistuje účinná léčebná alternativa.;"- Dermatovenerologická klinika, Fakultní nemocnice Královské Vinohrady, Šrobárova 1150/50, 100 34 Praha 10;
- Další poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče, kteří poskytují léčbu pacientům s diagnózou generalizované pustulózní psoriázy, a to v případě, že uzavřou smlouvu s výrobcem a budou oznámeni předkladatelem léčebného programu Ministerstvu a Ústavu.";"Almac Clinical Services Limited, Charlestown Road 9, Craigavon, BT63 5PW, Spojené Království
(Severní Irsko)";;"Boehringer Ingelheim International GmbH, Binger Strasse 173, Ingelheim am
Rhein, 55216, Německo";"Boehringer Ingelheim Pharma GmbH & Co. KG, Birkendorfer Strasse 65, 88397 Biberach an der
Riss, Německo"
0267209;01.09.2022;31.08.2024;364;"Zabezpečení léčivého přípravku s látkou fluordopa-(18F) pro PET diagnostiku
v následujících indikacích:

Neurologie
Vyšetření PET s fluordopou-(18F) je indikováno k detekci funkčních ztrát
dopaminergních neuronů ve striatu. Přípravek může být použit ke stanovení diagnózy
parkinsonismu a k rozlišení esenciálního třesu a Parkinsonova syndromu. Přípravek
lze v rámci specifického léčebného programu použít, pokud je vyšetření SPECT
presynaptických transportérů dopaminu nekonkluzivní, popř. negativní při přetrvávající vysoké klinické suspekci a očekávaný výsledek PET s fluordopou-(18F)
by ovlivnil následnou volbu léčebného postupu.

Onkologie
PET s fluordopou-(18F) je zobrazovací metoda poskytující funkční informaci
u onemocnění, u nichž je diagnostickým cílem zvýšený intracelulární transport
a dekarboxylace aminokyseliny dihydroxyfenylalaninu ve specifických orgánech
a tkáních. Zdokumentovány byly obzvláště následující indikace:
Diagnóza
-Diagnóza a lokalizace fokální hyperplázie beta buněk v případě
hyperinzulinismu u kojenců a dětí;
-Diagnóza a lokalizace paragangliomů při naléhavé klinické suspekci
a nekonkluzivním výsledkům konvenčního zobrazování;
- Lokalizace feochromocytomů při naléhavé klinické suspekci a nekonkluzivním
výsledkům konvenčního zobrazování.

Stanovení stádia nádoru
-Feochromocytomy a paragangliomy při vysoké klinické suspekci na
metastatické onemocnění a nekonkluzivním výsledkům konvenčního
zobrazování.
-Dobře diferencované neuroendokrinní nádory středního střeva v případě, že je
PET somatostatinových receptorů negativní a očekávaný výsledek PET
s fluordopou-(18F) by ovlivnil následnou volbu léčebného postupu.

Detekce v případě opodstatněného podezření rekurence reziduální nemoci
-Primární nádory mozku všech stupňů diferenciace v případě, že očekávaný
výsledek PET s fluordopou-(18F) by ovlivnil následnou volbu léčebného postupu
a vyšetření s jiným registrovaným PET radiofarmakem určeným pro vyšetření
mozkových nádorů [s výjimkou fludeoxyglukosy-(18F), která je pro hodnocení
mozkových nádorů nevhodná] je nekonkluzivní, popř. reálně nedostupné;
-Feochromocytomy a paragangliomy;
-Medulární karcinom štítné žlázy se zvýšenou koncentrací kalcitoninu v séru;
která dosahuje úrovně aktuálních relevantních odborných doporučení
(v současné době > 150 pg/ml), ev. ke sledování efektu léčby pomocí léčiv
cílené terapie;
-Dobře diferencované neuroendokrinní nádory středního střeva v případě, že
bylo/je PET somatostatinových receptorů negativní a očekávaný výsledek PET
s fluordopou-(18F) by ovlivnil následnou volbu léčebného postupu.
-Další endokrinní karcinomy trávicího traktu s negativní scintigrafií
somatostatinových receptorů, v případě, že očekávaný výsledek PET
s fluordopou-(18F) by ovlivnil následnou volbu léčebného postupu.";"Pracoviště (oddělení) nukleární medicíny poskytovatelů zdravotních
služeb formou ambulantní nebo lůžkové péče s přístrojovým vybavením pro PET/CT
nebo PET/MR zobrazení.";LACOMED, spol. s r.o., Vodárenská 699, Lobeček, 278 01 Kralupy nad Vltavou;"Počet balení přípravků:
364 (platí kumulativně pro všechny přípravky)";LACOMED, spol. s r.o. ,Vodárenská 699, Lobeček, 278 01 Kralupy nad Vltavou;ARGOS Zyklotron Betriebs-GesmbH, Seilerstätte 4, 4020 Linz, Rakousko
0267210;01.09.2022;31.08.2024;364;"Zabezpečení léčivého přípravku s látkou fluordopa-(18F) pro PET diagnostiku
v následujících indikacích:

Neurologie
Vyšetření PET s fluordopou-(18F) je indikováno k detekci funkčních ztrát
dopaminergních neuronů ve striatu. Přípravek může být použit ke stanovení diagnózy
parkinsonismu a k rozlišení esenciálního třesu a Parkinsonova syndromu. Přípravek
lze v rámci specifického léčebného programu použít, pokud je vyšetření SPECT
presynaptických transportérů dopaminu nekonkluzivní, popř. negativní při přetrvávající vysoké klinické suspekci a očekávaný výsledek PET s fluordopou-(18F)
by ovlivnil následnou volbu léčebného postupu.

Onkologie
PET s fluordopou-(18F) je zobrazovací metoda poskytující funkční informaci
u onemocnění, u nichž je diagnostickým cílem zvýšený intracelulární transport
a dekarboxylace aminokyseliny dihydroxyfenylalaninu ve specifických orgánech
a tkáních. Zdokumentovány byly obzvláště následující indikace:
Diagnóza
-Diagnóza a lokalizace fokální hyperplázie beta buněk v případě
hyperinzulinismu u kojenců a dětí;
-Diagnóza a lokalizace paragangliomů při naléhavé klinické suspekci
a nekonkluzivním výsledkům konvenčního zobrazování;
- Lokalizace feochromocytomů při naléhavé klinické suspekci a nekonkluzivním
výsledkům konvenčního zobrazování.

Stanovení stádia nádoru
-Feochromocytomy a paragangliomy při vysoké klinické suspekci na
metastatické onemocnění a nekonkluzivním výsledkům konvenčního
zobrazování.
-Dobře diferencované neuroendokrinní nádory středního střeva v případě, že je
PET somatostatinových receptorů negativní a očekávaný výsledek PET
s fluordopou-(18F) by ovlivnil následnou volbu léčebného postupu.

Detekce v případě opodstatněného podezření rekurence reziduální nemoci
-Primární nádory mozku všech stupňů diferenciace v případě, že očekávaný
výsledek PET s fluordopou-(18F) by ovlivnil následnou volbu léčebného postupu
a vyšetření s jiným registrovaným PET radiofarmakem určeným pro vyšetření
mozkových nádorů [s výjimkou fludeoxyglukosy-(18F), která je pro hodnocení
mozkových nádorů nevhodná] je nekonkluzivní, popř. reálně nedostupné;
-Feochromocytomy a paragangliomy;
-Medulární karcinom štítné žlázy se zvýšenou koncentrací kalcitoninu v séru;
která dosahuje úrovně aktuálních relevantních odborných doporučení
(v současné době > 150 pg/ml), ev. ke sledování efektu léčby pomocí léčiv
cílené terapie;
-Dobře diferencované neuroendokrinní nádory středního střeva v případě, že
bylo/je PET somatostatinových receptorů negativní a očekávaný výsledek PET
s fluordopou-(18F) by ovlivnil následnou volbu léčebného postupu.
-Další endokrinní karcinomy trávicího traktu s negativní scintigrafií
somatostatinových receptorů, v případě, že očekávaný výsledek PET
s fluordopou-(18F) by ovlivnil následnou volbu léčebného postupu.";"Pracoviště (oddělení) nukleární medicíny poskytovatelů zdravotních
služeb formou ambulantní nebo lůžkové péče s přístrojovým vybavením pro PET/CT
nebo PET/MR zobrazení.";LACOMED, spol. s r.o., Vodárenská 699, Lobeček, 278 01 Kralupy nad Vltavou;"Počet balení přípravků:
364 (platí kumulativně pro všechny přípravky)";LACOMED, spol. s r.o. ,Vodárenská 699, Lobeček, 278 01 Kralupy nad Vltavou;ARGOS Zyklotron Betriebs-GesmbH, Seilerstätte 4, 4020 Linz, Rakousko
0267619;04.11.2022;30.11.2024;20000;"Zajištění dostupnosti lokálních haptenů pro epikutánní testování zejména u pacientů:
-s podezřením na kontaktní dermatitidu, akutní nebo chronickou, včetně dermatitidy související s expozicí při práci,
-s jinými typy (chronické) dermatitidy (ekzému), které se léčbou nezlepšují,
- s kožními a slizničními erupcemi (včetně opožděné erupce v důsledku léků), u kterých je předpokládána opožděná hypersenzitivita.
Při použití u kojenců a dětí mladších 8 let je posouzení v kompetenci dětského dermatologa.";poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče v oboru dermatovenerologie;AV Medical CZ s.r.o., Dobronická 1257, 148 00 Praha 4 - Kunratice;20 000 (platí pro všechny přípravky celkem);AV Medical CZ s.r.o., Dobronická 1257, 148 00 Praha 4 - Kunratice;Chemotechnique MB Diagnostics AB, Modemgatan 9, S-235 39 Vellinge, Švédsko
0267620;04.11.2022;30.11.2024;20000;"Zajištění dostupnosti lokálních haptenů pro epikutánní testování zejména u pacientů:
-s podezřením na kontaktní dermatitidu, akutní nebo chronickou, včetně dermatitidy související s expozicí při práci,
-s jinými typy (chronické) dermatitidy (ekzému), které se léčbou nezlepšují,
- s kožními a slizničními erupcemi (včetně opožděné erupce v důsledku léků), u kterých je předpokládána opožděná hypersenzitivita.
Při použití u kojenců a dětí mladších 8 let je posouzení v kompetenci dětského dermatologa.";poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče v oboru dermatovenerologie;AV Medical CZ s.r.o., Dobronická 1257, 148 00 Praha 4 - Kunratice;20 000 (platí pro všechny přípravky celkem);AV Medical CZ s.r.o., Dobronická 1257, 148 00 Praha 4 - Kunratice;Chemotechnique MB Diagnostics AB, Modemgatan 9, S-235 39 Vellinge, Švédsko
0267621;04.11.2022;30.11.2024;20000;"Zajištění dostupnosti lokálních haptenů pro epikutánní testování zejména u pacientů:
-s podezřením na kontaktní dermatitidu, akutní nebo chronickou, včetně dermatitidy související s expozicí při práci,
-s jinými typy (chronické) dermatitidy (ekzému), které se léčbou nezlepšují,
- s kožními a slizničními erupcemi (včetně opožděné erupce v důsledku léků), u kterých je předpokládána opožděná hypersenzitivita.
Při použití u kojenců a dětí mladších 8 let je posouzení v kompetenci dětského dermatologa.";poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče v oboru dermatovenerologie;AV Medical CZ s.r.o., Dobronická 1257, 148 00 Praha 4 - Kunratice;20 000 (platí pro všechny přípravky celkem);AV Medical CZ s.r.o., Dobronická 1257, 148 00 Praha 4 - Kunratice;Chemotechnique MB Diagnostics AB, Modemgatan 9, S-235 39 Vellinge, Švédsko
0267818;20.12.2022;31.12.2024;1200;"Zabezpečení léčivého přípravku s léčivou látkou labetalol pro intravenózní podání pro
léčbu těžká hypertenze, včetně těžké hypertenze v těhotenství (preeklampsie, eklampsie),
kdy je nutné rychlé dosažení kontroly krevního tlaku. Léčivý přípravek může být použit při
anestezii k dosažení řízené hypotenze.";Poskytovatelé zdravotních služeb formou lůžkové péče.;ARDEZ Pharma, spol. s r.o., V Borovičkách 278, 252 26 Kosoř;;ARDEZ Pharma, spol. s r.o., V Borovičkách 278, 252 26 Kosoř;S.A.L.F S.p.A Laboratorio Farmacologico via Marconi, 2-24069 Cenate Sotto (Bergamo), Itálie
0267821;06.12.2022;30.11.2024;24;Zajištění pokračování léčby pacientky s familiární schwanomatózou neregistrovaným léčivým přípravkem Tazemetostat. Pokračování léčby musí být schváleno ze strany společnosti Epizyme.;Klinika dětské onkologie, Fakultní nemocnice Brno, Dětská nemocnice, Černopolní 9, 613 00 Brno;WE Pharma Limited, Power Road 111, Chiswick, London, W4 5PY, Velká Británie;;Fakultní nemocnicí Brno, Jihlavská 20, 625 00 Brno;Epizyme, Inc., 400 Technology Square, 4th Floor Cambridge, MA 02139, USA
0268242;11.01.2023;31.12.2023;18000;Zajištění léčivého přípravku s léčivou látkou penicilamin k léčbě revmatoidní artritidy (zejména pro pacienty trpící pokročilou revmatoidní artritidou, kteří dostatečně nereagovali na 6měsíční léčbu běžnými antirevmatickými léčivy), Wilsonovy choroby, závažných intoxikací mědí, zlatem, olovem a rtutí a cystinurie (v případě kdy se vhodná opatření k řešení situace u recidivující litiázy ukážou jako nedostatečná).;poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče;Olikla s.r.o., Náměstí Smiřických 42, 281 63 Kostelec nad Černými lesy;;Olikla s.r.o., Náměstí Smiřických 42, 281 63 Kostelec nad Černými lesy;"Farmalabor-Produtos Farmaceuticos, S.A., Zona Industrial de Condeixa,
3150-194 Condeixa-a-Nova, Portugalsko"
0268243;17.02.2023;29.02.2024;20;Zajištění pokračování léčby přípravkem Melfalan-flufenamid v kombinaci s dexamethasonem u pacienta s triple-refrakterním mnohočetným myelomem, který podstoupil nejméně tři předchozí linie léčby, a který se účastnil klinického hodnocení EudraCT 2016-003517-95 (OP-103), po ukončení tohoto klinického hodnocení.;IV. interní hematologická klinika, Fakultní nemocnice Hradec Králové, Sokolská 581, 500 05 Hradec Králové;Catalent Germany Schorndorf GmbH, Steinbeisstrasse 1-2, 73614 Schorndorf, Německo;;Oncopeptides AB, Luntmakargatan 46, SE -111 37 Stockholm, Švédsko;Cenexi-Laboratoires Thissen SA, rue de la Papyrée 2-4-6, 1420 Braine l'Alleud, Belgie
0268840;16.05.2022;31.05.2024;1520;Zajištění léčivého přípravku pro léčbu dospělých a dětí k profylaktické léčbě vrozeného deficitu faktoru XIII a perioperativní léčbě chirurgických krvácení spojených s vrozeným deficitem faktoru XIII. Dále je léčivý přípravek indikován při hemoragické diatéze, podmíněné nebo spolupodmíněné získaným deficitem faktoru XIII a při podpůrné terapii u poruch léčby ran, obzvlášť u ulcus cruris, po rozsáhlých operacích a zraněních.;Poskytovatelé zdravotních služeb formou lůžkové péče, zejména pracoviště se specializací v oborech anesteziologie a intenzivní medicíny, urgentní medicíny a hematologie.;CSL Behring s.r.o., Vyskočilova 2a/1461, Praha 4, 140 00;;CSL Behring s.r.o., Vyskočilova 2a/1461, Praha 4, 140 00;CSL BEHRING GmbH, Emil von Behring Strasse 76, 35041 Marburg, Německo
0268893;06.12.2022;30.11.2026;1950;"Zabezpečení zásoby antidota pro léčbu osob kontaminovaných radionuklidy v rámci Středisek speciální zdravotní péče o osoby ozářené při radiačních nehodách (SSZP) a v jiných zdravotnických zařízeních v České republice a zabezpečení antidota pro léčbu intoxikací těžkými kovy pro zdravotnická zařízení v České republice.

Dle souhrnu údajů o přípravku:
Akutní otrava rtutí (kovová, páry, anorganické a organické sloučeniny rtuti), pokud není možná orální aplikace nebo ošetření žaludeční sondou. Dle souhrnu údajů o přípravku je přípravek určen pro dospělé.

Dle doporučení Mezinárodního programu chemické bezpečnosti (International Programme on Chemical Safety; IPCS Evaluation of antidotes in poisoning by metals and metalloids-unithiol) a doporučení toxikologické databáze TOXBASE:
Antidotum pro léčbu akutní a chronické otravy těžkými kovy (rtuť, olovo, arzén, měď, antimon, chrom, kobalt) u dětí i dospělých.

Dle Pracovního postupu - Zajištění hospitalizace a péče o ozářené osoby (PP-VFN-052):
Antidotum pro léčbu vnitřní kontaminace radionuklidy polonia, rtuti a olova. Při kontaminaci kůže těžkými kovy.";poskytovatelé zdravotních služeb formou ambulantní nebo lůžkové péče a Střediska speciální zdravotní péče o osoby ozářené při radiačních nehodách (SSZP). Koordinaci léčebného programu zabezpečuje Toxikologické informační středisko Kliniky pracovního lékařství Všeobecné fakultní nemocnice v Praze.;PHOENIX lékárenský velkoobchod, s.r.o., K pérovně 945/7, Hostivař, 102 00 Praha 10;;Všeobecná fakultní nemocnice v Praze, U nemocnice 2, 128 08 Praha 2;"Ever Pharma Jena GmbH, Otto-Schott-Straße 15, 07745 Jena Německo; 
IL-CSM Clinical Supplies Management GmbH Marie-Curie-Str. 8, 79539 Lörrach Německo"
0271771;22.05.2023;31.05.2027;54000;Zajištění léčivého přípravku s léčivou látkou ibuprofen v lékové formě perorální suspenze ke krátkodobé symptomatické léčbě mírných až středně silných bolestí a horečky. Přípravek je vhodný pro děti od 6 měsíců věku.;Poskytovatelé zdravotních služeb.;"- Alliance Healthcare s.r.o., Podle Trati č.p. 624/7, 108 00 Praha 10 ? Malešice;
- PHOENIX lékárenský velkoobchod, s.r.o., K pérovně 945/7, Hostivař, 102 00 Praha 10;
- PHARMOS, a.s., Těšínská 1349/296, Radvanice, 716 00 Ostrava.";V souladu s tímto rozhodnutím je léčivý přípravek možné distribuovat do 31. 5. 2024. Léčivý přípravek dodaný do lékáren je možné vydávat a používat při poskytování zdravotních služeb po dobu jeho doby použitelnosti.(36M);"Zentiva, k.s., U kabelovny 130, 102 37 Praha 10 ? Dolní Měcholupy,
Česká republika";"Zentiva, k.s., U kabelovny 130, 102 37 Praha 10 ? Dolní Měcholupy,
Česká republika"
0272937;05.01.2023;31.12.2024;14000;Zajištění léčivého přípravku s léčivou látkou digoxinum v lékové formě injekčního roztoku k léčbě dětí a dospělých v následujících indikacích: srdeční selhání supraventrikulární arytmie, zejména fibrilace síní a flutter síní.;Poskytovatelé zdravotních služeb formou ambulantní a lůžkové péče.;Olikla s.r.o., Náměstí Smiřických 42, 281 63 Kostelec nad Černými lesy;;Olikla s.r.o., Náměstí Smiřických 42, 281 63 Kostelec nad Černými lesy;ANFARM HELLAS S.A., 61st km National Road Athens-Lamia, 320 09 Schimatari, Viotia, Řecko
0272993;23.01.2023;31.01.2025;500;"Léčivý přípravek je určen pacientkám starších 18 let, pro které je stanovení míry
exprese a vazebných vlastností estrogenových receptorů pomocí 18F-FES PET
opodstatněné z důvodu potřeby přesné cílené diagnostiky a personalizovanému
designu léčby. Vyšetření pomocí 18F-FES PET je možno provést u karcinomu prsu:
- pro staging a restaging ER pozitivního karcinomu prsu,
- k predikci odpovědi pacientky na endokrinní léčbu,
- ke stanovení heterogenity exprese estrogenových receptorů u primárního
nádoru a jeho metastáz.
Indikace vyšetření musí být schválena multidisciplinárním týmem zaměřeným na
karcinom prsu v rámci Komplexního onkologického centra. Je nutné zohlednit
eventuální nutnost vysazení antiestrogenní léčby.";"Kliniky (oddělení) nukleární medicíny poskytovatelů zdravotních služeb
formou ambulantní a lůžkové péče s přístrojovým vybavením pro PET, PET/CT nebo
PET/MRI zobrazení.";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;"500 (platí kumulativně pro všechny neregistrované léčivé přípravky 18F-FES 1-
8GBq).";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež
0272994;23.01.2023;31.01.2025;500;"Léčivý přípravek je určen pacientkám starších 18 let, pro které je stanovení míry
exprese a vazebných vlastností estrogenových receptorů pomocí 18F-FES PET
opodstatněné z důvodu potřeby přesné cílené diagnostiky a personalizovanému
designu léčby. Vyšetření pomocí 18F-FES PET je možno provést u karcinomu prsu:
- pro staging a restaging ER pozitivního karcinomu prsu,
- k predikci odpovědi pacientky na endokrinní léčbu,
- ke stanovení heterogenity exprese estrogenových receptorů u primárního
nádoru a jeho metastáz.
Indikace vyšetření musí být schválena multidisciplinárním týmem zaměřeným na
karcinom prsu v rámci Komplexního onkologického centra. Je nutné zohlednit
eventuální nutnost vysazení antiestrogenní léčby.";"Kliniky (oddělení) nukleární medicíny poskytovatelů zdravotních služeb
formou ambulantní a lůžkové péče s přístrojovým vybavením pro PET, PET/CT nebo
PET/MRI zobrazení.";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;"500 (platí kumulativně pro všechny neregistrované léčivé přípravky 18F-FES 1-
8GBq).";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež
0272995;23.01.2023;31.01.2025;500;"Léčivý přípravek je určen pacientkám starších 18 let, pro které je stanovení míry
exprese a vazebných vlastností estrogenových receptorů pomocí 18F-FES PET
opodstatněné z důvodu potřeby přesné cílené diagnostiky a personalizovanému
designu léčby. Vyšetření pomocí 18F-FES PET je možno provést u karcinomu prsu:
- pro staging a restaging ER pozitivního karcinomu prsu,
- k predikci odpovědi pacientky na endokrinní léčbu,
- ke stanovení heterogenity exprese estrogenových receptorů u primárního
nádoru a jeho metastáz.
Indikace vyšetření musí být schválena multidisciplinárním týmem zaměřeným na
karcinom prsu v rámci Komplexního onkologického centra. Je nutné zohlednit
eventuální nutnost vysazení antiestrogenní léčby.";"Kliniky (oddělení) nukleární medicíny poskytovatelů zdravotních služeb
formou ambulantní a lůžkové péče s přístrojovým vybavením pro PET, PET/CT nebo
PET/MRI zobrazení.";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;"500 (platí kumulativně pro všechny neregistrované léčivé přípravky 18F-FES 1-
8GBq).";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež
0272996;23.01.2023;31.01.2025;500;"Léčivý přípravek je určen pacientkám starších 18 let, pro které je stanovení míry
exprese a vazebných vlastností estrogenových receptorů pomocí 18F-FES PET
opodstatněné z důvodu potřeby přesné cílené diagnostiky a personalizovanému
designu léčby. Vyšetření pomocí 18F-FES PET je možno provést u karcinomu prsu:
- pro staging a restaging ER pozitivního karcinomu prsu,
- k predikci odpovědi pacientky na endokrinní léčbu,
- ke stanovení heterogenity exprese estrogenových receptorů u primárního
nádoru a jeho metastáz.
Indikace vyšetření musí být schválena multidisciplinárním týmem zaměřeným na
karcinom prsu v rámci Komplexního onkologického centra. Je nutné zohlednit
eventuální nutnost vysazení antiestrogenní léčby.";"Kliniky (oddělení) nukleární medicíny poskytovatelů zdravotních služeb
formou ambulantní a lůžkové péče s přístrojovým vybavením pro PET, PET/CT nebo
PET/MRI zobrazení.";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;"500 (platí kumulativně pro všechny neregistrované léčivé přípravky 18F-FES 1-
8GBq).";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež
0272997;23.01.2023;31.01.2025;500;"Léčivý přípravek je určen pacientkám starších 18 let, pro které je stanovení míry
exprese a vazebných vlastností estrogenových receptorů pomocí 18F-FES PET
opodstatněné z důvodu potřeby přesné cílené diagnostiky a personalizovanému
designu léčby. Vyšetření pomocí 18F-FES PET je možno provést u karcinomu prsu:
- pro staging a restaging ER pozitivního karcinomu prsu,
- k predikci odpovědi pacientky na endokrinní léčbu,
- ke stanovení heterogenity exprese estrogenových receptorů u primárního
nádoru a jeho metastáz.
Indikace vyšetření musí být schválena multidisciplinárním týmem zaměřeným na
karcinom prsu v rámci Komplexního onkologického centra. Je nutné zohlednit
eventuální nutnost vysazení antiestrogenní léčby.";"Kliniky (oddělení) nukleární medicíny poskytovatelů zdravotních služeb
formou ambulantní a lůžkové péče s přístrojovým vybavením pro PET, PET/CT nebo
PET/MRI zobrazení.";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;"500 (platí kumulativně pro všechny neregistrované léčivé přípravky 18F-FES 1-
8GBq).";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež
0272998;23.01.2023;31.01.2025;500;"Léčivý přípravek je určen pacientkám starších 18 let, pro které je stanovení míry
exprese a vazebných vlastností estrogenových receptorů pomocí 18F-FES PET
opodstatněné z důvodu potřeby přesné cílené diagnostiky a personalizovanému
designu léčby. Vyšetření pomocí 18F-FES PET je možno provést u karcinomu prsu:
- pro staging a restaging ER pozitivního karcinomu prsu,
- k predikci odpovědi pacientky na endokrinní léčbu,
- ke stanovení heterogenity exprese estrogenových receptorů u primárního
nádoru a jeho metastáz.
Indikace vyšetření musí být schválena multidisciplinárním týmem zaměřeným na
karcinom prsu v rámci Komplexního onkologického centra. Je nutné zohlednit
eventuální nutnost vysazení antiestrogenní léčby.";"Kliniky (oddělení) nukleární medicíny poskytovatelů zdravotních služeb
formou ambulantní a lůžkové péče s přístrojovým vybavením pro PET, PET/CT nebo
PET/MRI zobrazení.";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;"500 (platí kumulativně pro všechny neregistrované léčivé přípravky 18F-FES 1-
8GBq).";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež
0272999;23.01.2023;31.01.2025;500;"Léčivý přípravek je určen pacientkám starších 18 let, pro které je stanovení míry
exprese a vazebných vlastností estrogenových receptorů pomocí 18F-FES PET
opodstatněné z důvodu potřeby přesné cílené diagnostiky a personalizovanému
designu léčby. Vyšetření pomocí 18F-FES PET je možno provést u karcinomu prsu:
- pro staging a restaging ER pozitivního karcinomu prsu,
- k predikci odpovědi pacientky na endokrinní léčbu,
- ke stanovení heterogenity exprese estrogenových receptorů u primárního
nádoru a jeho metastáz.
Indikace vyšetření musí být schválena multidisciplinárním týmem zaměřeným na
karcinom prsu v rámci Komplexního onkologického centra. Je nutné zohlednit
eventuální nutnost vysazení antiestrogenní léčby.";"Kliniky (oddělení) nukleární medicíny poskytovatelů zdravotních služeb
formou ambulantní a lůžkové péče s přístrojovým vybavením pro PET, PET/CT nebo
PET/MRI zobrazení.";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;"500 (platí kumulativně pro všechny neregistrované léčivé přípravky 18F-FES 1-
8GBq).";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež
0273000;23.01.2023;31.01.2025;500;"Léčivý přípravek je určen pacientkám starších 18 let, pro které je stanovení míry
exprese a vazebných vlastností estrogenových receptorů pomocí 18F-FES PET
opodstatněné z důvodu potřeby přesné cílené diagnostiky a personalizovanému
designu léčby. Vyšetření pomocí 18F-FES PET je možno provést u karcinomu prsu:
- pro staging a restaging ER pozitivního karcinomu prsu,
- k predikci odpovědi pacientky na endokrinní léčbu,
- ke stanovení heterogenity exprese estrogenových receptorů u primárního
nádoru a jeho metastáz.
Indikace vyšetření musí být schválena multidisciplinárním týmem zaměřeným na
karcinom prsu v rámci Komplexního onkologického centra. Je nutné zohlednit
eventuální nutnost vysazení antiestrogenní léčby.";"Kliniky (oddělení) nukleární medicíny poskytovatelů zdravotních služeb
formou ambulantní a lůžkové péče s přístrojovým vybavením pro PET, PET/CT nebo
PET/MRI zobrazení.";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;"500 (platí kumulativně pro všechny neregistrované léčivé přípravky 18F-FES 1-
8GBq).";RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež;RadioMedic s.r.o., Husinec-Řež 289, 250 68 Řež
